jobid,submit,start,end,nnodes,duration,max_memory
14283,169893157,169935845,169944487,1,8642,25
14284,169893157,169935845,169944487,1,8642,24
14285,169893157,169935845,169944487,1,8642,25
14286,169893157,169935845,169944487,1,8642,25
14287,169893157,169935845,169944487,1,8642,24
14288,169893157,169935845,169944487,1,8642,25
14289,169893157,169935845,169944487,1,8642,25
14290,169893157,169935845,169944487,1,8642,25
14291,169893157,169935845,169944487,1,8642,25
14292,169893157,169935845,169944487,1,8642,25
14293,169893157,169935845,169944487,1,8642,24
14294,169893157,169935845,169944487,1,8642,25
14295,169893157,169935845,169944487,1,8642,26
14296,169893157,169935845,169944487,1,8642,24
14297,169893157,169935845,169944487,1,8642,25
14298,169893157,169935845,169944487,1,8642,25
14299,169893157,169935845,169944487,1,8642,25
14300,169893157,169935845,169944487,1,8642,25
14301,169893157,169935845,169944487,1,8642,24
14302,169893157,169935845,169944487,1,8642,25
14303,169893157,169935845,169944487,1,8642,26
14304,169893157,169935845,169944487,1,8642,25
14305,169893157,169935845,169944487,1,8642,24
14401,169893157,169944594,169953237,1,8643,25
14402,169893157,169944594,169953237,1,8643,25
14403,169893157,169944594,169953237,1,8643,24
14404,169893157,169944594,169953237,1,8643,30
14405,169893157,169944594,169953237,1,8643,25
14406,169893157,169944595,169953237,1,8642,23
14407,169893157,169944595,169953237,1,8642,25
14408,169893157,169944630,169953274,1,8644,25
14409,169893157,169944630,169953273,1,8643,26
14410,169893157,169944630,169953273,1,8643,32
14411,169893157,169944630,169953273,1,8643,30
14412,169893157,169944630,169953273,1,8643,130
14413,169893157,169944630,169953273,1,8643,130
14414,169893157,169944630,169953273,1,8643,129
14415,169893157,169944630,169953273,1,8643,35
14416,169893157,169944630,169953273,1,8643,31
14417,169893157,169944630,169953273,1,8643,27
14418,169893157,169944630,169953273,1,8643,131
14419,169893157,169944630,169953273,1,8643,26
14420,169893157,169944630,169953273,1,8643,131
14421,169893157,169944630,169953273,1,8643,27
14422,169893157,169944630,169953273,1,8643,27
14423,169893157,169944630,169953273,1,8643,31
14424,169893157,169944630,169953273,1,8643,31
14449,169893157,169954897,169963539,1,8642,44
14450,169893157,169954897,169963539,1,8642,26
14451,169893157,169954897,169963539,1,8642,48
14452,169893157,169954897,169963539,1,8642,26
14453,169893157,169954897,169963539,1,8642,26
14454,169893157,169954897,169963539,1,8642,26
14455,169893157,169954897,169963539,1,8642,26
14456,169893157,169954897,169963539,1,8642,27
14457,169893157,169954922,169963566,1,8644,27
14458,169893157,169954934,169963578,1,8644,26
14459,169893157,169954958,169963602,1,8644,32
14460,169893157,169954995,169963638,1,8643,25
14461,169893157,169955082,169963725,1,8643,30
14462,169893157,169955094,169963737,1,8643,26
14463,169893157,169955094,169963737,1,8643,26
14464,169893157,169955107,169963749,1,8642,25
14465,169893157,169955107,169963749,1,8642,33
14466,169893157,169955107,169963749,1,8642,25
14467,169893157,169955107,169963749,1,8642,31
14468,169893157,169955107,169963749,1,8642,26
14469,169893157,169955107,169963749,1,8642,26
14470,169893157,169955119,169963761,1,8642,26
14471,169893157,169955119,169963761,1,8642,36
14472,169893157,169955119,169963761,1,8642,25
14521,169893157,169963803,169967947,1,4144,26
14522,169893157,169963803,169967876,1,4073,72
14523,169893157,169963803,169967882,1,4079,66
14524,169893157,169963803,169967882,1,4079,26
14525,169893157,169963803,169967951,1,4148,26
14526,169893157,169963803,169967950,1,4147,41
14527,169893157,169963803,169967885,1,4082,25
14528,169893157,169963803,169967878,1,4075,102
14529,169893157,169963815,169967895,1,4080,65
14530,169893157,169963815,169967890,1,4075,65
14531,169893157,169963815,169967890,1,4075,63
14532,169893157,169963815,169967894,1,4079,26
14533,169893157,169963815,169967957,1,4142,26
14534,169893157,169963815,169967952,1,4137,26
14535,169893157,169963815,169967958,1,4143,26
14536,169893157,169963815,169967962,1,4147,50
14537,169893157,169963815,169967956,1,4141,25
14538,169893157,169963839,169967990,1,4151,75
14539,169893157,169963839,169967987,1,4148,64
14540,169893157,169963839,169967981,1,4142,86
14541,169893157,169963839,169967920,1,4081,65
14542,169893157,169963851,169968001,1,4150,56
14543,169893157,169963851,169967999,1,4148,26
14544,169893157,169963851,169967930,1,4079,26
1913,169893157,169968002,169970077,1,2075,25
1914,169893157,169970083,169972160,1,2077,26
14545,169893157,169968002,169970074,1,2072,26
14546,169893157,169968002,169970043,1,2041,25
14547,169893157,169968002,169970079,1,2077,51
14548,169893157,169968002,169970077,1,2075,24
14549,169893157,169968002,169970041,1,2039,24
14550,169893157,169968002,169970049,1,2047,49
14551,169893157,169968002,169970074,1,2072,53
14552,169893157,169968002,169970044,1,2042,33
14553,169893157,169968002,169970043,1,2041,26
14554,169893157,169968002,169970041,1,2039,25
14555,169893157,169968002,169970043,1,2041,27
14556,169893157,169968002,169970042,1,2040,26
14557,169893157,169968002,169970073,1,2071,26
14558,169893157,169968002,169970076,1,2074,28
14559,169893157,169968002,169970044,1,2042,50
14560,169893157,169968002,169970043,1,2041,26
14561,169893157,169968002,169970079,1,2077,27
14562,169893157,169968002,169970073,1,2071,26
14563,169893157,169968002,169970076,1,2074,26
14564,169893157,169968002,169970081,1,2079,27
14565,169893157,169968002,169970076,1,2074,61
14566,169893157,169968002,169970043,1,2041,50
14567,169893157,169968002,169970075,1,2073,26
14568,169893157,169968002,169970077,1,2075,25
14569,169893157,169970083,169972161,1,2078,24
14570,169893157,169970083,169972162,1,2079,53
14571,169893157,169970083,169972162,1,2079,25
14572,169893157,169970083,169972130,1,2047,51
14573,169893157,169970083,169972126,1,2043,25
14574,169893157,169970083,169972126,1,2043,26
14575,169893157,169970083,169972125,1,2042,25
14576,169893157,169970083,169972128,1,2045,27
14577,169893157,169970083,169972164,1,2081,26
14578,169893157,169970083,169972163,1,2080,26
14579,169893157,169970083,169972160,1,2077,26
14580,169893157,169970083,169972129,1,2046,25
14581,169893157,169970083,169972163,1,2080,25
14582,169893157,169970083,169972129,1,2046,26
14583,169893157,169970083,169972127,1,2044,25
14584,169893157,169970083,169972126,1,2043,25
14585,169893157,169970083,169972156,1,2073,55
14586,169893157,169970083,169972128,1,2045,26
14587,169893157,169970083,169972128,1,2045,49
14588,169893157,169970083,169972127,1,2044,28
14589,169893157,169970083,169972127,1,2044,50
14590,169893157,169970083,169972124,1,2041,26
14591,169893157,169970083,169972127,1,2044,29
14592,169893157,169970083,169972161,1,2078,26
1915,169893160,169893244,169893300,1,56,84
1937,169893160,169893244,169893299,1,55,59
1916,169893188,169893188,169893220,1,32,353
1917,169893189,169893189,169893208,1,19,172
1918,169893195,169893195,169893550,5,355,28
1919,169893202,169893202,169893206,2,4,17
1920,169893225,169893225,169893584,1,359,18
1921,169893227,169893227,169893229,1,2,150
1938,169893249,169893249,169893265,1,16,50
1939,169893253,169893253,169893295,32,42,24
1940,169893262,169893262,169893613,1,351,17
1941,169893266,169893267,169893653,1,386,32
1942,169893274,169893275,169893277,1,2,17
1943,169893275,169893276,169894723,5,1447,71
1944,169893277,169893278,169894724,3,1446,39
1945,169893286,169893286,169893295,1,9,30
1946,169893296,169893296,169893374,32,78,159
1947,169893300,169893301,169893313,4,12,73
1948,169893313,169893315,169893338,1,23,18
1949,169893322,169893322,169894776,4,1454,129
1950,169893340,169893340,169893343,4,3,40
1951,169893344,169893345,169893730,1,385,30
1952,169893365,169893366,169893459,1,93,80
1953,169893367,169893368,169893393,1,25,18
1954,169893384,169893384,169893418,1,34,17
1955,169893386,169893386,169893460,4,74,51
1956,169893392,169893392,169893665,1,273,36
1957,169893403,169893403,169893409,1,6,17
1958,169893418,169893419,169894344,1,925,363
1959,169893418,169893419,169894142,1,723,36
1960,169893456,169893456,169893474,2,18,23
1961,169893457,169893457,169893472,2,15,60
1962,169893457,169893458,169893471,2,13,86
1963,169893458,169893458,169893476,2,18,86
1964,169893459,169893459,169893476,2,17,23
1965,169893460,169893460,169893475,2,15,23
1966,169893461,169893461,169893492,2,31,77
1967,169893461,169893461,169893472,2,11,64
1968,169893462,169893462,169893474,2,12,51
1969,169893462,169893462,169893540,32,78,25
1970,169893463,169893463,169893473,2,10,51
1971,169893463,169893464,169893490,2,26,23
1972,169893464,169893464,169893474,2,10,18
1973,169893465,169893465,169893476,2,11,19
1974,169893465,169893466,169893476,2,10,40
1975,169893466,169893467,169893478,2,11,38
1976,169893472,169893475,169893534,4,59,72
1977,169893474,169893475,169893566,32,91,93
1978,169893475,169893475,169893485,2,10,17
1979,169893485,169893485,169893849,32,364,317
1980,169893486,169893486,169893496,2,10,23
1981,169893487,169893487,169893498,2,11,54
1982,169893488,169893488,169893500,2,12,23
1983,169893488,169893489,169893500,2,11,21
1984,169893489,169893489,169893499,2,10,22
1985,169893490,169893490,169893498,2,8,17
1986,169893491,169893491,169893501,2,10,17
1987,169893491,169893491,169893503,2,12,23
1988,169893492,169893492,169893530,2,38,86
1989,169893493,169893493,169893505,2,12,80
1990,169893494,169893494,169893505,2,11,55
1991,169893494,169893494,169893502,2,8,77
1992,169893495,169893495,169893507,2,12,24
1993,169893496,169893496,169893506,2,10,40
1994,169893496,169893497,169893505,2,8,17
1995,169893497,169893497,169893507,2,10,43
1996,169893512,169893512,169893518,2,6,20
1997,169893512,169893513,169893517,1,4,54
1998,169893516,169893516,169893526,2,10,38
1999,169893517,169893517,169893528,2,11,80
2000,169893518,169893519,169893529,2,10,23
2001,169893519,169893519,169893528,2,9,54
2002,169893519,169893519,169893548,2,29,60
2003,169893520,169893520,169893531,2,11,22
2004,169893521,169893521,169893531,2,10,22
2005,169893521,169893521,169893530,2,9,21
2006,169893530,169893530,169893561,1,31,21
2007,169893543,169893543,169893548,2,5,28
2008,169893544,169893545,169895627,1,2082,29
2009,169893545,169893545,169893550,1,5,45
2010,169893551,169893551,169893600,2,49,30
2011,169893581,169893582,169893663,4,81,52
2012,169893604,169893604,169893609,32,5,150
2013,169893605,169893605,169893708,1,103,132
2014,169893610,169893610,169893686,32,76,86
2015,169893613,169893614,169893655,1,41,31
2016,169893614,169893614,169893675,1,61,75
2017,169893636,169893636,169893687,1,51,21
2018,169893663,169893663,169893667,32,4,106
2019,169893677,169893677,169893712,2,35,57
2020,169893687,169893713,169893986,4,273,123
2021,169893690,169893690,169894009,1,319,30
2022,169893702,169893702,169893711,1,9,18
2023,169893719,169893719,169893727,1,8,46
2024,169893720,169893720,169895164,1,1444,90
2780,169893720,169895166,169896616,1,1450,89
5339,169893720,169898071,169899519,1,1448,95
7815,169893720,169899521,169900968,1,1447,88
8184,169893720,169900969,169902425,1,1456,89
8565,169893720,169902426,169903886,1,1460,84
9250,169893720,169903888,169905336,1,1448,88
9394,169893720,169905337,169906786,1,1449,86
9507,169893720,169906787,169908237,1,1450,82
9546,169893720,169908238,169909396,1,1158,84
2025,169893724,169893724,169894449,1,725,35
2026,169893725,169893726,169893812,32,86,108
2027,169893729,169893729,169895174,1,1445,82
2782,169893729,169895176,169896621,1,1445,86
5340,169893729,169898072,169899519,1,1447,87
7816,169893729,169899521,169900968,1,1447,87
8185,169893729,169900969,169902424,1,1455,81
8566,169893729,169902426,169903886,1,1460,156
9251,169893729,169903888,169905077,1,1189,85
2028,169893746,169894451,169896255,1,1804,132
2029,169893747,169904632,169906436,1,1804,21
2030,169893747,169906447,169908250,1,1803,21
2031,169893747,169908252,169910054,1,1802,21
2032,169893749,169910116,169911920,1,1804,63
2033,169893749,169911920,169913723,1,1803,20
2034,169893750,169893750,169895196,1,1446,79
2783,169893750,169895197,169896641,1,1444,82
5431,169893750,169898090,169899535,1,1445,83
7818,169893750,169899537,169900981,1,1444,90
8222,169893750,169900982,169902430,1,1448,91
8568,169893750,169902431,169903886,1,1455,81
9252,169893750,169903888,169905337,1,1449,87
9395,169893750,169905338,169906786,1,1448,86
9508,169893750,169906787,169908237,1,1450,81
9547,169893750,169908238,169909298,1,1060,86
2035,169893750,169893750,169893761,1,11,16
2036,169893751,169913782,169916126,1,2344,23
2037,169893754,169893755,169893763,1,8,16
2038,169893767,169893767,169893773,1,6,46
2039,169893768,169893768,169895213,1,1445,81
2784,169893768,169895213,169896658,1,1445,94
5520,169893768,169898108,169899552,1,1444,89
7819,169893768,169899553,169900998,1,1445,84
8240,169893768,169900999,169902447,1,1448,90
8571,169893768,169902448,169903894,1,1446,93
9253,169893768,169903896,169905268,1,1372,92
2040,169893778,169893778,169893793,3,15,46
2041,169893785,169893785,169893792,1,7,34
2042,169893792,169893792,169896682,4,2890,53
2043,169893798,169893798,169893811,2,13,61
2044,169893799,169893799,169893813,2,14,27
2045,169893802,169893807,169893813,1,6,17
2046,169893802,169893803,169893805,3,2,71
2047,169893813,169893814,169893838,1,24,255
2048,169893815,169893815,169893829,1,14,46
2049,169893829,169893829,169893849,1,20,17
2050,169893839,169893839,169893870,1,31,46
2051,169893849,169893849,169893864,1,15,35
2052,169893850,169893850,169893862,2,12,17
2053,169893851,169893851,169893862,2,11,17
2054,169893852,169893852,169893860,2,8,17
2055,169893853,169893853,169893865,2,12,17
2056,169893853,169893853,169893904,2,51,23
2057,169893854,169893854,169893882,2,28,61
2058,169893855,169893855,169893865,2,10,37
2059,169893856,169893856,169893866,2,10,18
2060,169893856,169893866,169893877,3,11,35
2061,169893856,169893857,169893866,2,9,40
2062,169893857,169893857,169893866,2,9,18
2063,169893858,169893858,169893868,2,10,17
2064,169893859,169893859,169893868,2,9,17
2065,169893859,169893860,169893869,2,9,17
2066,169893860,169893860,169893870,2,10,17
2067,169893861,169893861,169896047,1,2186,41
2068,169893861,169893861,169896065,1,2204,41
2069,169893861,169893861,169896097,1,2236,42
2070,169893861,169893861,169896127,1,2266,41
2071,169893861,169893861,169896168,1,2307,42
2072,169893865,169893875,169893885,1,10,46
2073,169893871,169893871,169894950,2,1079,148
2074,169893872,169893872,169893884,2,12,43
2075,169893873,169893873,169893883,2,10,24
2076,169893874,169893874,169893882,2,8,46
2077,169893875,169893875,169893890,2,15,23
2078,169893875,169893876,169893888,2,12,23
2079,169893876,169893876,169893913,2,37,23
2080,169893877,169893878,169893888,2,10,24
2081,169893878,169893878,169893890,2,12,23
2082,169893879,169893879,169893889,2,10,22
2083,169893880,169893880,169893892,2,12,23
2084,169893880,169893881,169893891,2,10,23
2085,169893881,169893881,169893892,2,11,23
2086,169893882,169893882,169893893,2,11,44
2087,169893882,169893884,169893913,2,29,61
2088,169893883,169893884,169893900,2,16,22
2089,169893887,169893887,169893960,32,73,86
