jobid,submit,start,end,nnodes,duration,memory
2892139,165969237,165969237,165971399,1,2161,29
2892143,165969405,165969405,165972630,1,3225,99
2892150,165969423,165969423,165972928,1,3505,477
2892153,165969490,165969490,165973812,1,4322,102
2892154,165969386,165969386,165969770,1,383,443
2892159,165969492,165969492,165969879,2,386,77
2892160,165969750,165969750,165974073,5,4322,172
2892161,166012796,166012796,166016466,6,3670,30
2892164,165969425,165969425,165969821,1,395,444
2892169,166012809,166012809,166013765,6,955,30
2892170,166012809,166012809,166013547,6,737,30
2892179,165969488,165969488,165971649,1,2161,48
2892180,165969571,165969571,165969979,2,408,78
2892184,166012929,166012929,166013803,6,874,30
2892187,165969649,165969649,165971258,2,1609,100
2892194,166012972,166012972,166013695,6,723,30
2892197,165970012,165970012,165973804,5,3792,165
2892200,165969886,165969886,165970339,2,452,77
2892207,165969703,165969703,165973459,1,3756,211
2892221,165969963,165969963,165970373,2,409,77
2892222,165969744,165969744,165970468,1,724,30
2892223,165970038,165970038,165974360,5,4321,171
2892224,165969833,165969833,165973486,1,3652,209
2892230,165969820,165969820,165971265,4,1445,421
2892231,165969828,165969828,165971272,4,1443,420
2892240,165969872,165969872,165974196,1,4324,364
2892257,165969980,165969980,165970373,2,393,78
2892263,166013058,166013058,166013891,6,832,30
2892282,165970558,165970558,165974880,5,4321,175
2892287,165970761,165970761,165975062,5,4300,173
2892288,166013108,166013108,166013918,6,809,30
2892289,165970121,165970121,165972996,1,2874,380
2892295,165970132,165970132,165974456,1,4323,391
2892306,165970180,165970180,165974504,1,4323,381
2892329,165971485,165971485,165975806,20,4320,31
2892338,165971547,165971547,165973426,20,1879,35
2892369,165970373,165970373,165970779,2,406,77
2892381,165970418,165970418,165970850,2,431,76
2892382,165970418,165970418,165970811,2,393,78
2892386,165970414,165970414,165972575,1,2161,47
2892394,165970441,165970441,165974766,1,4324,376
2892395,165970445,165970445,165974769,1,4324,378
2892413,165971031,165971031,165972008,9,976,293
2892436,165970527,165970527,165971251,1,723,35
2892443,165970601,165970601,165974922,4,4320,31
2892444,165970805,165970805,165975125,4,4320,36
2892451,165970578,165970578,165972738,1,2160,33
2892456,166013145,166013145,166013856,6,711,30
2892468,166013149,166013149,166014018,6,869,31
2892516,165970688,165970688,165972850,1,2161,84
2892547,165970754,165970754,165975080,1,4325,351
2892564,165970780,165970780,165975104,1,4324,353
2892567,165970909,165970909,165971352,5,443,167
2892569,165970782,165970782,165975105,1,4322,105
2892573,165970819,165970819,165971223,2,404,79
2892602,165970841,165970841,165971222,2,380,78
2892615,165970829,165970829,165972992,1,2162,52
2892631,165970880,165970880,165971293,2,412,76
2892645,166013173,166013173,166013937,6,763,30
2892657,165970972,165970972,165971541,5,569,166
2892674,165970889,165970889,165973052,1,2162,108
2892682,165971023,165971023,165975345,5,4322,176
2892749,165971028,165971028,165975351,5,4323,169
2892788,165971196,165971196,165971803,5,607,166
2892806,165971485,165971485,165972928,8,1443,129
2892816,165971497,165971497,165975805,8,4308,47
2892818,165971497,165971497,165975805,8,4308,46
2892820,165971118,165971118,165973278,1,2160,77
2892821,165971118,165971118,165973278,1,2160,77
2892822,165971144,165971144,165973306,1,2161,75
2892823,165971144,165971144,165973306,1,2161,76
2892825,165971171,165971171,165973333,1,2161,79
2892830,165971175,165971175,165973336,1,2160,43
2892831,165971201,165971201,165973363,1,2161,43
2892832,165971218,165971218,165973381,1,2162,43
2892833,165971231,165971231,165973393,1,2161,42
2892834,165971235,165971235,165973396,1,2160,43
2892835,165971256,165971256,165973417,1,2161,41
2892836,165971259,165971259,165973420,1,2160,41
2892838,165971268,165971268,165973429,1,2160,43
2892839,165971274,165971274,165973435,1,2160,42
2892841,165971287,165971287,165973450,1,2162,42
2892847,165972947,165972947,165975110,10,2163,42
2892848,165971123,165971123,165974070,1,2947,491
2892849,165971124,165971124,165975445,1,4321,103
2892850,165971149,165971149,165975471,1,4322,102
2892851,165972947,165972947,165975110,10,2163,61
2892865,165974468,165974468,165974829,32,360,424
2892868,165974539,165974539,165974902,32,363,476
2892872,165971169,165971169,165975492,1,4323,105
2892874,165972511,165972511,165976491,8,3980,47
2892896,165973091,165973091,165975830,22,2739,73
2892904,165973534,165973534,165976273,22,2739,103
2892906,165971219,165971219,165975540,1,4321,107
2892907,165973697,165973697,165976437,22,2739,87
2892911,165971318,165971318,165975640,5,4322,173
2892917,165971199,165971199,165973360,1,2160,134
2892918,165971398,165971398,165975721,5,4322,173
2892919,165984354,165984354,165988676,128,4321,42
2892923,165971235,165971235,165975555,4,4320,204
2892927,165971248,165971248,165971637,2,389,80
2892928,165971252,165971252,165971795,2,542,70
2892929,165971276,165971276,165975598,4,4320,171
2892933,165971265,165971265,165974048,2,2783,89
2892934,165971292,165971292,165974117,2,2825,65
2892938,165971320,165971320,165974549,2,3229,53
2892941,165971352,165971352,165974859,2,3506,90
2892960,165971482,165971482,165972021,4,538,33
2892961,165971485,165971485,165972141,4,656,69
2892962,165971290,165971290,165971938,1,648,35
2892971,165971295,165971295,165975616,1,4320,43
2892972,165971298,165971298,165975618,1,4320,45
2892973,165971322,165971322,165975643,1,4320,43
2892974,165971325,165971325,165975646,1,4321,43
2892975,165971361,165971361,165975682,1,4321,44
2892976,165971361,165971361,165975682,1,4320,45
2892977,165971382,165971382,165975703,1,4320,43
2892978,165971383,165971383,165975706,1,4322,45
2892979,165971407,165971407,165975730,1,4322,43
2892980,165971409,165971409,165975730,1,4321,43
2892981,165971413,165971413,165975736,1,4322,44
2892982,165971432,165971432,165975754,1,4322,44
2892983,165971435,165971435,165975757,1,4321,43
2892984,165971447,165971447,165975769,1,4322,43
2892985,165971451,165971451,165975772,1,4321,44
2892986,165971457,165971457,165975778,1,4321,43
2892987,165971467,165971467,165975787,1,4320,42
2892989,165971480,165971480,165975803,1,4322,43
2892990,165971492,165971492,165975815,1,4322,48
2892991,165971496,165971496,165975818,1,4321,43
2892992,165971547,165971547,165975869,1,4322,43
2892993,165971547,165971547,165975869,1,4321,44
2892995,165982771,165982771,165986725,24,3954,46
2892998,165971363,165971363,165974572,2,3209,92
2892999,165971389,165971389,165973567,2,2177,90
2893000,165971398,165971398,165974674,2,3275,89
2893002,165971414,165971414,165974788,2,3374,89
2893007,165971326,165971326,165971736,2,410,76
2893014,165984354,165984354,165988676,40,4321,80
2893016,165984354,165984354,165988676,80,4321,80
2893027,165971299,165971299,165971900,1,601,30
2893032,165971305,165971305,165972075,1,770,50
2893051,165971353,165971353,165971714,1,361,441
2893052,165971353,165971353,165971753,1,399,443
2893062,165974592,165974592,165975039,32,447,87
2893075,165974652,165974652,165975038,32,385,59
2893082,165974659,165974659,165975046,32,386,58
2893096,165971380,165971380,165971770,1,390,441
2893099,165974726,165974726,165975112,32,385,60
2893107,166013176,166013176,166013912,6,736,29
2893140,165971409,165971409,165971796,1,387,441
2893152,165971555,165971555,165975639,5,4083,166
2893157,165971443,165971443,165971809,1,366,442
2893160,165971447,165971447,165971847,1,400,441
2893165,165971419,165971419,165971898,1,478,39
2893189,165972949,165972949,165977156,16,4206,85
2893190,165971472,165971472,165971871,1,398,441
2893192,165988563,165988563,165992769,16,4206,89
2893193,166002236,166002236,166006442,16,4206,78
2893197,165971477,165971477,165974357,1,2880,59
2893198,165971474,165971474,165971847,1,372,440
2893202,165971455,165971455,165972700,1,1244,71
2893234,165971514,165971514,165975928,1,4414,226
2893282,165971552,165971552,165975875,1,4322,96
2893289,165971560,165971560,165975885,1,4323,189
2893306,165971561,165971561,165975884,1,4322,179
2893307,165971561,165971561,165975881,1,4320,52
2893311,165971571,165971571,165975896,1,4324,379
2893326,165971618,165971618,165975942,2,4322,187
2893330,165972243,165972243,165975471,5,3228,157
2893335,165971608,165971608,165975932,1,4323,171
2893341,165971655,165971655,165975981,1,4324,172
2893343,165971673,165971673,165975999,1,4325,186
2893355,165971607,165971607,165975932,1,4324,376
2893360,166013221,166013221,166013827,6,606,30
2893381,165971689,165971689,165975044,1,3354,163
2893404,165971698,165971698,165975279,1,3580,185
2893447,165971675,165971675,165974645,1,2969,465
2893448,165971675,165971675,165975991,1,4315,114
2893471,165971681,165971681,165974737,1,3056,34
2893482,165971683,165971683,165973549,1,1866,63
2893487,165971727,165971727,165973576,1,1849,63
2893526,165971673,165971673,165973835,1,2162,91
2893529,165971699,165971699,165974583,2,2882,352
2893530,165971735,165971735,165974617,2,2880,394
2893531,165971756,165971756,165974638,2,2880,404
2893532,165971789,165971789,165974671,2,2880,358
2893533,165971801,165971801,165974683,2,2880,360
2893534,165971805,165971805,165974689,2,2882,337
2893535,165971835,165971835,165974719,2,2882,356
2893536,165971847,165971847,165974731,2,2882,400
2893537,165971872,165971872,165974755,2,2881,373
2893538,165971873,165971873,165974755,2,2880,372
2893539,165971950,165971950,165974833,2,2881,411
2893540,165971950,165971950,165974835,2,2883,408
2893541,165971986,165971986,165974871,2,2884,398
2893542,165971995,165971995,165974880,2,2883,397
2893543,165972017,165972017,165974899,2,2880,351
2893544,165972024,165972024,165974908,2,2882,408
2893545,165972142,165972142,165975024,2,2880,373
2893546,165972142,165972142,165975024,2,2880,323
2893547,165972180,165972180,165975063,2,2881,369
2893548,165972182,165972182,165975066,2,2882,348
2893549,165972331,165972331,165975213,2,2880,352
2893550,165972365,165972365,165975249,2,2883,343
2893551,165972450,165972450,165975333,2,2882,356
2893649,165984354,165984354,165986057,56,1702,166
2893719,166013221,166013221,166013778,6,556,30
2893723,165971786,165971786,165976112,1,4325,168
2893726,165971795,165971795,165976121,1,4325,163
2893788,165980415,165980415,165980912,40,496,362
2893789,165973557,165973557,165975179,16,1621,160
2893803,165980415,165980415,165980919,40,503,352
2893832,166013246,166013246,166013904,6,658,30
2893885,165971858,165971858,165973113,3,1254,47
2893906,165971865,165971865,165976190,1,4323,173
2894078,166013273,166013273,166013814,6,540,31
2894121,165971939,165971939,165973890,1,1950,277
2894225,165971933,165971933,165974094,1,2160,34
2894232,165971937,165971937,165974097,1,2160,39
2894246,166013320,166013320,166013875,6,555,32
2894274,165972011,165972011,165976335,1,4323,170
2894303,165972038,165972038,165973656,2,1618,101
2894328,166013323,166013323,166013855,6,531,29
2894338,165972953,165972953,165975701,9,2748,324
2894339,165972029,165972029,165973457,1,1428,134
2894366,165972079,165972079,165974241,1,2162,54
2894372,165972092,165972092,165974553,1,2460,36
2894373,165972101,165972101,165975930,1,3829,37
2894374,165972138,165972138,165976458,1,4320,36
2894375,165972139,165972139,165976461,1,4322,37
2894376,165972162,165972162,165976483,1,4321,36
2894377,165972165,165972165,165976486,1,4320,37
2894378,165972192,165972192,165976513,1,4320,36
2894379,165972201,165972201,165976522,1,4320,37
2894380,165972231,165972231,165976552,1,4320,36
2894381,165972236,165972236,165976558,1,4321,37
2894418,165972123,165972123,165976446,1,4323,178
2894437,165972071,165972071,165973300,1,1229,31
2894442,165972076,165972076,165973246,1,1170,32
2894445,165984354,165984354,165985322,10,967,475
2894576,165972166,165972166,165975167,1,3000,30
2894615,165972321,165972321,165973175,4,854,33
2894936,165972228,165972228,165974950,2,2721,37
2894937,165972525,165972525,165976845,4,4320,36
2894952,165972201,165972201,165975203,1,3001,127
2894953,165972222,165972222,165973664,1,1441,86
2894954,165972239,165972239,165975239,1,3000,126
2894955,165972251,165972251,165975254,1,3003,126
2894970,165972949,165972949,165977271,4,4321,37
2894992,165972928,165972928,165977249,4,4321,36
2895356,165972268,165972268,165975575,1,3307,35
2895469,165972274,165972274,165976594,1,4320,34
2895547,165972288,165972288,165975996,1,3708,34
2895646,165972319,165972319,165976640,1,4320,36
2895699,166013360,166013360,166014000,6,639,30
2895704,165972253,165972253,165973696,4,1443,30
2895705,165972327,165972327,165974804,1,2477,35
2895747,165972343,165972343,165974086,1,1742,34
2895791,165972355,165972355,165975908,1,3553,35
2895794,165972309,165972309,165975479,1,3170,151
2895821,165973071,165973071,165973612,4,540,68
2895826,165972388,165972388,165976054,1,3666,35
2895833,165972399,165972399,165975399,1,2999,39
2895837,165972443,165972443,165975165,1,2721,34
2895839,165972443,165972443,165976764,1,4320,34
2895840,165972469,165972469,165974770,1,2301,35
2895843,165972475,165972475,165975085,1,2609,35
2895876,166013366,166013366,166013892,6,526,58
2895879,165972369,165972369,165976692,1,4322,38
2895880,165972374,165972374,165976695,1,4320,40
2895881,165972406,165972406,165976728,1,4321,42
2895882,165972409,165972409,165976731,1,4321,39
2895883,165972443,165972443,165976764,1,4320,40
2895884,165972450,165972450,165976770,1,4320,39
2895885,165972476,165972476,165976797,1,4321,39
2895886,165972493,165972493,165976816,1,4322,39
2895887,165972521,165972521,165976842,1,4321,39
2895888,165972556,165972556,165976879,1,4322,39
2895889,165972573,165972573,165976894,1,4320,39
2895890,165972578,165972578,165976900,1,4322,39
2895891,165972609,165972609,165976930,1,4320,41
2895892,165972614,165972614,165976936,1,4321,39
2895893,165972631,165972631,165976954,1,4322,41
2895894,165972663,165972663,165976984,1,4320,39
2895895,165972686,165972686,165977008,1,4321,39
2895896,165972738,165972738,165977059,1,4320,40
2895897,165972784,165972784,165977104,1,4320,40
2895898,165972739,165972739,165977059,1,4320,40
2895899,165972849,165972849,165977171,1,4321,39
2895901,165972869,165972869,165977192,1,4322,39
2895902,165972885,165972885,165977207,1,4321,39
2895903,165972888,165972888,165977210,1,4321,39
2895904,165972895,165972895,165977216,1,4320,39
2895905,165972898,165972898,165977219,1,4320,40
2895906,165972902,165972902,165977222,1,4320,43
2895907,165972905,165972905,165977228,1,4323,39
2895908,165972928,165972928,165977250,1,4321,39
2895909,165972938,165972938,165977259,1,4320,40
2895910,165972950,165972950,165977271,1,4321,39
2895911,165972951,165972951,165977274,1,4322,38
2895912,165972951,165972951,165977274,1,4322,40
2895913,165972961,165972961,165977283,1,4321,41
2895914,165972968,165972968,165977289,1,4320,39
2895915,165972975,165972975,165977298,1,4322,38
2895916,165972984,165972984,165977309,1,4324,43
2895917,165972988,165972988,165977311,1,4322,39
2895918,165973007,165973007,165977329,1,4322,39
2895919,165973016,165973016,165977338,1,4322,41
2895920,165973017,165973017,165977338,1,4320,39
2895921,165973021,165973021,165977344,1,4322,42
2895922,165972375,165972375,165974695,1,2320,140
2895944,165972409,165972409,165975285,1,2875,57
2895945,165984354,165984354,165988676,14,4322,53
2896534,165972463,165972463,165976785,1,4322,92
2896537,165984354,165984354,165988677,20,4322,76
2896546,166013434,166013434,166014011,6,576,32
